"","name","X","long","lat","order","hole","piece","group","id","ons_label","Pop_2001","Partic_Per"
"35","Barnet",721,521047.000391708,188399.187009498,6,FALSE,1,18.1,18,"00AC",314565,14
"36","Barnet",722,521462.593864094,188731.890753809,7,FALSE,1,18.1,18,"00AC",314565,14
"37","Barnet",723,520113.124678838,190480.687171436,8,FALSE,1,18.1,18,"00AC",314565,14
"38","Barnet",724,517484.43782839,193878.905926602,9,FALSE,1,18.1,18,"00AC",314565,14
"39","Barnet",725,517435.187865676,194421.093447108,10,FALSE,1,18.1,18,"00AC",314565,14
"40","Barnet",726,519556.687174319,194729.296967394,11,FALSE,1,18.1,18,"00AC",314565,14
"41","Barnet",727,519609.312582369,195107.797063746,12,FALSE,1,18.1,18,"00AC",314565,14
"42","Barnet",728,520267.594054982,195429.203016046,13,FALSE,1,18.1,18,"00AC",314565,14
"43","Barnet",729,520681.781575369,195107.405895747,14,FALSE,1,18.1,18,"00AC",314565,14
"44","Barnet",730,521110.906183767,196700.50004123,15,FALSE,1,18.1,18,"00AC",314565,14
"45","Barnet",731,522598.813001153,197172.31213767,16,FALSE,1,18.1,18,"00AC",314565,14
"46","Barnet",732,522776.312137317,196863.593545381,17,FALSE,1,18.1,18,"00AC",314565,14
"47","Barnet",733,523753.719114229,197351.984201838,18,FALSE,1,18.1,18,"00AC",314565,14
"48","Barnet",734,524047.156554501,197528.750154002,19,FALSE,1,18.1,18,"00AC",314565,14
"49","Barnet",735,523809.843530281,197978.45306642,20,FALSE,1,18.1,18,"00AC",314565,14
"50","Barnet",736,524423.312714852,198088.171594523,21,FALSE,1,18.1,18,"00AC",314565,14
"51","Barnet",737,524339.312970774,198344.358986761,22,FALSE,1,18.1,18,"00AC",314565,14
"52","Barnet",738,524932.062539326,198156.375114585,23,FALSE,1,18.1,18,"00AC",314565,14
"53","Barnet",739,524815.562059218,197841.125450292,24,FALSE,1,18.1,18,"00AC",314565,14
"54","Barnet",740,525209.937227586,197678.437450142,25,FALSE,1,18.1,18,"00AC",314565,14
"55","Barnet",741,525814.124876147,198211.515466637,26,FALSE,1,18.1,18,"00AC",314565,14
"56","Barnet",742,525568.562507919,197563.531338034,27,FALSE,1,18.1,18,"00AC",314565,14
"57","Barnet",743,527740.187981941,196805.437513327,28,FALSE,1,18.1,18,"00AC",314565,14
"58","Barnet",744,527978.812750164,195679.797320279,29,FALSE,1,18.1,18,"00AC",314565,14
"59","Barnet",745,529578.937679654,194263.546950961,30,FALSE,1,18.1,18,"00AC",314565,14
"60","Barnet",746,529177.00027128,193086.984261864,31,FALSE,1,18.1,18,"00AC",314565,14
"61","Barnet",747,528562.250062707,192369.906757196,32,FALSE,1,18.1,18,"00AC",314565,14
"62","Barnet",748,528975.374671093,191791.608900659,33,FALSE,1,18.1,18,"00AC",314565,14
"63","Barnet",749,528656.312654793,191633.609796511,34,FALSE,1,18.1,18,"00AC",314565,14
"64","Barnet",750,528608.562510749,190662.187075607,35,FALSE,1,18.1,18,"00AC",314565,14
"65","Barnet",751,528139.312462314,190352.140355318,36,FALSE,1,18.1,18,"00AC",314565,14
"66","Barnet",752,527769.749837969,191221.390404127,37,FALSE,1,18.1,18,"00AC",314565,14
"67","Barnet",753,527418.500429642,190337.233987303,38,FALSE,1,18.1,18,"00AC",314565,14
"68","Barnet",754,527769.375053968,189091.577922143,39,FALSE,1,18.1,18,"00AC",314565,14
"69","Barnet",755,527157.163341398,188609.652801695,40,FALSE,1,18.1,18,"00AC",314565,14
"70","Barnet",756,526830.312781093,187535.453248695,41,FALSE,1,18.1,18,"00AC",314565,14
"71","Barnet",757,525604.187467952,186735.31295995,42,FALSE,1,18.1,18,"00AC",314565,14
"72","Barnet",758,524925.81204332,185681.265726967,43,FALSE,1,18.1,18,"00AC",314565,14
"73","Barnet",759,523954.469194415,185541.499966837,44,FALSE,1,18.1,18,"00AC",314565,14
"74","Barnet",760,523728.509258206,185821.474879097,45,FALSE,1,18.1,18,"00AC",314565,14
"75","Bexley",963,544769.8128298,175905.625141864,1,FALSE,1,27.1,27,"00AD",218301,22
"76","Bexley",964,544906.500445929,176474.031158392,2,FALSE,1,27.1,27,"00AD",218301,22
"77","Bexley",965,545819.062622778,177252.687927117,3,FALSE,1,27.1,27,"00AD",218301,22
"78","Bexley",966,546512.999775425,177334.843447194,4,FALSE,1,27.1,27,"00AD",218301,22
"79","Bexley",967,546777.874783672,177015.890998897,5,FALSE,1,27.1,27,"00AD",218301,22
"80","Bexley",968,547211.562336075,177676.515383514,6,FALSE,1,27.1,27,"00AD",218301,22
"81","Bexley",969,547611.874656448,177457.343543309,7,FALSE,1,27.1,27,"00AD",218301,22
"82","Bexley",970,547086.437727958,181533.421627104,8,FALSE,1,27.1,27,"00AD",218301,22
"83","Bexley",971,548080.187744884,181742.8132433,9,FALSE,1,27.1,27,"00AD",218301,22
"84","Bexley",972,549853.312354537,181077.624890681,10,FALSE,1,27.1,27,"00AD",218301,22
"85","Bexley",973,550885.812579498,180539.656250179,11,FALSE,1,27.1,27,"00AD",218301,22
"86","Bexley",974,551794.874724343,178549.047352326,12,FALSE,1,27.1,27,"00AD",218301,22
"87","Bexley",975,553563.437413991,178641.156152411,13,FALSE,1,27.1,27,"00AD",218301,22
"88","Bexley",976,554503.812454866,178268.468280064,14,FALSE,1,27.1,27,"00AD",218301,22
"89","Bexley",977,553511.375205941,176995.749942879,15,FALSE,1,27.1,27,"00AD",218301,22
"90","Bexley",978,553661.374822083,176040.21867799,16,FALSE,1,27.1,27,"00AD",218301,22
"91","Bexley",979,552973.499749443,174919.265332946,17,FALSE,1,27.1,27,"00AD",218301,22
"92","Bexley",980,552475.312484979,174804.703284838,18,FALSE,1,27.1,27,"00AD",218301,22
"93","Bexley",981,551890.187620433,174002.68702809,19,FALSE,1,27.1,27,"00AD",218301,22
"94","Bexley",982,551102.187875699,173822.671923924,20,FALSE,1,27.1,27,"00AD",218301,22
"95","Bexley",983,550557.812067192,172174.968882389,21,FALSE,1,27.1,27,"00AD",218301,22
"96","Bexley",984,549962.750306639,172412.530738609,22,FALSE,1,27.1,27,"00AD",218301,22
"97","Bexley",985,549669.063010364,171241.28158552,23,FALSE,1,27.1,27,"00AD",218301,22
"98","Bexley",986,549917.000034594,171031.469105324,24,FALSE,1,27.1,27,"00AD",218301,22
"99","Bexley",987,549556.125026258,170348.218416688,25,FALSE,1,27.1,27,"00AD",218301,22
"100","Bexley",988,549880.62550656,170227.547184576,26,FALSE,1,27.1,27,"00AD",218301,22
"101","Bexley",989,549545.99971425,169911.000112281,27,FALSE,1,27.1,27,"00AD",218301,22
"102","Bexley",990,548187.062624983,170582.296624905,28,FALSE,1,27.1,27,"00AD",218301,22
"103","Bexley",991,546662.437215565,170451.921968784,29,FALSE,1,27.1,27,"00AD",218301,22
"104","Bexley",992,544361.624925421,172379.156530579,30,FALSE,1,27.1,27,"00AD",218301,22
"105","Bexley",993,544846.687581872,173645.687859758,31,FALSE,1,27.1,27,"00AD",218301,22
"106","Bexley",994,545164.312926169,173650.171955764,32,FALSE,1,27.1,27,"00AD",218301,22
"107","Bexley",995,545005.74959802,175115.718709128,33,FALSE,1,27.1,27,"00AD",218301,22
"108","Bexley",996,544506.187101556,175413.859381405,34,FALSE,1,27.1,27,"00AD",218301,22
"109","Bexley",997,544798.999901828,175485.843509473,35,FALSE,1,27.1,27,"00AD",218301,22
"110","Bexley",998,544769.8128298,175905.625141864,36,FALSE,1,27.1,27,"00AD",218301,22
"111","Brent",655,515889.822018906,185398.708286704,1,FALSE,1,16.1,16,"00AE",263466,30
"112","Brent",656,515484.875074527,185501.2342388,2,FALSE,1,16.1,16,"00AE",263466,30
"113","Brent",657,515978.218818987,186171.890751425,3,FALSE,1,16.1,16,"00AE",263466,30
"114","Brent",658,515862.906178879,186678.468671897,4,FALSE,1,16.1,16,"00AE",263466,30
"115","Brent",659,516382.530883365,186976.062528173,5,FALSE,1,16.1,16,"00AE",263466,30
"116","Brent",660,516046.218563051,187982.874689112,6,FALSE,1,16.1,16,"00AE",263466,30
"117","Brent",661,517537.156420439,188938.640450002,7,FALSE,1,16.1,16,"00AE",263466,30
"118","Brent",662,519094.843717889,188757.640257832,8,FALSE,1,16.1,16,"00AE",263466,30
"119","Brent",663,518925.687109733,189410.968642442,9,FALSE,1,16.1,16,"00AE",263466,30
"120","Brent",664,518519.156037353,189686.656066698,10,FALSE,1,16.1,16,"00AE",263466,30
"121","Brent",665,520113.124678838,190480.687171436,11,FALSE,1,16.1,16,"00AE",263466,30
"122","Brent",666,521462.593864094,188731.890753809,12,FALSE,1,16.1,16,"00AE",263466,30
"123","Brent",667,521047.000391708,188399.187009498,13,FALSE,1,16.1,16,"00AE",263466,30
"124","Brent",668,521291.937095936,187169.640512353,14,FALSE,1,16.1,16,"00AE",263466,30
"125","Brent",669,521569.500488194,186960.452672159,15,FALSE,1,16.1,16,"00AE",263466,30
"126","Brent",670,521653.937480272,187382.703168553,16,FALSE,1,16.1,16,"00AE",263466,30
"127","Brent",671,522524.218697083,187379.42227255,17,FALSE,1,16.1,16,"00AE",263466,30
"128","Brent",672,523728.509258206,185821.474879097,18,FALSE,1,16.1,16,"00AE",263466,30
"129","Brent",673,523954.469194415,185541.499966837,19,FALSE,1,16.1,16,"00AE",263466,30
"130","Brent",674,525529.999691884,183481.562172919,20,FALSE,1,16.1,16,"00AE",263466,30
"131","Brent",675,525200.999755576,182512.484412016,21,FALSE,1,16.1,16,"00AE",263466,30
"132","Brent",676,524600.124747016,183090.593852555,22,FALSE,1,16.1,16,"00AE",263466,30
"133","Brent",677,523893.812554359,182893.390908372,23,FALSE,1,16.1,16,"00AE",263466,30
"134","Brent",678,523850.312010318,182509.937724015,24,FALSE,1,16.1,16,"00AE",263466,30
"135","Brent",679,522978.594121507,182758.640700245,25,FALSE,1,16.1,16,"00AE",263466,30
"136","Brent",680,521731.093832346,183000.718396472,26,FALSE,1,16.1,16,"00AE",263466,30
"137","Brent",681,520932.718919602,183264.030780717,27,FALSE,1,16.1,16,"00AE",263466,30
"138","Brent",682,520169.74983089,182623.09382012,28,FALSE,1,16.1,16,"00AE",263466,30
"139","Brent",683,519109.780805903,182510.374972014,29,FALSE,1,16.1,16,"00AE",263466,30
"140","Brent",684,518752.12525357,182804.218940287,30,FALSE,1,16.1,16,"00AE",263466,30
"141","Brent",685,519463.218502234,183001.749564472,31,FALSE,1,16.1,16,"00AE",263466,30
"142","Brent",686,519207.312709995,183589.203005019,32,FALSE,1,16.1,16,"00AE",263466,30
"143","Brent",687,517825.781060708,182817.7500763,33,FALSE,1,16.1,16,"00AE",263466,30
"144","Brent",688,517492.062532398,182930.578492407,34,FALSE,1,16.1,16,"00AE",263466,30
"145","Brent",689,517666.531652559,183690.265661114,35,FALSE,1,16.1,16,"00AE",263466,30
"146","Brent",690,517394.482500306,184069.773373467,36,FALSE,1,16.1,16,"00AE",263466,30
"147","Brent",691,517097.28083603,184711.624766064,37,FALSE,1,16.1,16,"00AE",263466,30
"148","Brent",692,515889.822018906,185398.708286704,38,FALSE,1,16.1,16,"00AE",263466,30
"149","Bromley",1,541177.710938455,173555.745843674,1,FALSE,1,0.1,0,"00AF",295535,38
"150","Bromley",2,541872.187739104,173305.843763442,2,FALSE,1,0.1,0,"00AF",295535,38
"151","Bromley",3,543441.500508563,171429.906481696,3,FALSE,1,0.1,0,"00AF",295535,38
"152","Bromley",4,544361.624925421,172379.156530579,4,FALSE,1,0.1,0,"00AF",295535,38
"153","Bromley",5,546662.437215565,170451.921968784,5,FALSE,1,0.1,0,"00AF",295535,38
"154","Bromley",6,548187.062624983,170582.296624905,6,FALSE,1,0.1,0,"00AF",295535,38
"155","Bromley",7,549545.99971425,169911.000112281,7,FALSE,1,0.1,0,"00AF",295535,38
"156","Bromley",8,550541.249891177,168157.390894647,8,FALSE,1,0.1,0,"00AF",295535,38
"157","Bromley",9,549509.187938216,168089.859118584,9,FALSE,1,0.1,0,"00AF",295535,38
"158","Bromley",10,549951.991138628,166531.363885133,10,FALSE,1,0.1,0,"00AF",295535,38
"159","Bromley",11,549301.687650023,163473.969194285,11,FALSE,1,0.1,0,"00AF",295535,38
"160","Bromley",12,548928.874849674,162732.890153596,12,FALSE,1,0.1,0,"00AF",295535,38
"161","Bromley",13,547640.499552475,162692.499497557,13,FALSE,1,0.1,0,"00AF",295535,38
"162","Bromley",14,547899.062624717,161530.203176476,14,FALSE,1,0.1,0,"00AF",295535,38
"163","Bromley",15,547648.500064483,161080.797224057,15,FALSE,1,0.1,0,"00AF",295535,38
"164","Bromley",16,546749.312351644,160807.796775802,16,FALSE,1,0.1,0,"00AF",295535,38
"165","Bromley",17,545401.437534389,159498.468390584,17,FALSE,1,0.1,0,"00AF",295535,38
"166","Bromley",18,545284.49980628,158341.406757505,18,FALSE,1,0.1,0,"00AF",295535,38
"167","Bromley",19,545891.317086846,157376.481316606,19,FALSE,1,0.1,0,"00AF",295535,38
"168","Bromley",20,545528.625502508,156956.594212216,20,FALSE,1,0.1,0,"00AF",295535,38
"169","Bromley",21,543636.687196747,156480.843811773,21,FALSE,1,0.1,0,"00AF",295535,38
"170","Bromley",22,543087.150428234,156979.877924237,22,FALSE,1,0.1,0,"00AF",295535,38
"171","Bromley",23,542502.961499691,156819.116068089,23,FALSE,1,0.1,0,"00AF",295535,38
"172","Bromley",24,542505.999707693,157764.093988967,24,FALSE,1,0.1,0,"00AF",295535,38
"173","Bromley",25,541795.687771031,158451.203109608,25,FALSE,1,0.1,0,"00AF",295535,38
"174","Bromley",26,541249.687898523,157838.999589038,26,FALSE,1,0.1,0,"00AF",295535,38
"175","Bromley",27,540881.750362181,156663.671843942,27,FALSE,1,0.1,0,"00AF",295535,38
"176","Bromley",28,540596.187481914,156667.203619947,28,FALSE,1,0.1,0,"00AF",295535,38
"177","Bromley",29,540078.187865431,158720.000037858,29,FALSE,1,0.1,0,"00AF",295535,38
"178","Bromley",30,540196.999513543,159366.296614461,30,FALSE,1,0.1,0,"00AF",295535,38
"179","Bromley",31,539936.0546173,159304.931366402,31,FALSE,1,0.1,0,"00AF",295535,38
"180","Bromley",32,539596.295512983,160796.293159791,32,FALSE,1,0.1,0,"00AF",295535,38
"181","Bromley",33,539024.125272451,163337.406506158,33,FALSE,1,0.1,0,"00AF",295535,38
"182","Bromley",34,537671.874903191,164780.969003503,34,FALSE,1,0.1,0,"00AF",295535,38
"183","Bromley",35,537419.499862955,166327.515180943,35,FALSE,1,0.1,0,"00AF",295535,38
"184","Bromley",36,536721.625430307,166045.65610868,36,FALSE,1,0.1,0,"00AF",295535,38
"185","Bromley",37,536717.312342302,167319.999533868,37,FALSE,1,0.1,0,"00AF",295535,38
"186","Bromley",38,535511.687509179,168000.703534501,38,FALSE,1,0.1,0,"00AF",295535,38
"187","Bromley",39,535727.312213379,168353.92209483,39,FALSE,1,0.1,0,"00AF",295535,38
"188","Bromley",40,535533.312341199,168735.078447185,40,FALSE,1,0.1,0,"00AF",295535,38
"189","Bromley",41,535011.812692715,168461.09393493,41,FALSE,1,0.1,0,"00AF",295535,38
"190","Bromley",42,534468.999508209,168934.984751371,42,FALSE,1,0.1,0,"00AF",295535,38
"191","Bromley",43,534122.437971885,169945.484336313,43,FALSE,1,0.1,0,"00AF",295535,38
"192","Bromley",44,533568.99976337,170271.750192616,44,FALSE,1,0.1,0,"00AF",295535,38
"193","Bromley",45,533693.249875485,170730.108977044,45,FALSE,1,0.1,0,"00AF",295535,38
"194","Bromley",46,533717.687635508,170813.796401121,46,FALSE,1,0.1,0,"00AF",295535,38
"195","Bromley",47,534003.687763775,171442.077745708,47,FALSE,1,0.1,0,"00AF",295535,38
"196","Bromley",48,534639.437140367,171352.156209622,48,FALSE,1,0.1,0,"00AF",295535,38
"197","Bromley",49,535958.249813595,171081.327665371,49,FALSE,1,0.1,0,"00AF",295535,38
"198","Bromley",50,537034.062166597,171474.563121736,50,FALSE,1,0.1,0,"00AF",295535,38
"199","Bromley",51,537702.687063219,170958.390321257,51,FALSE,1,0.1,0,"00AF",295535,38
"200","Bromley",52,537655.125335175,170463.859760795,52,FALSE,1,0.1,0,"00AF",295535,38
"201","Bromley",53,538449.124695914,170158.577712511,53,FALSE,1,0.1,0,"00AF",295535,38
"202","Bromley",54,539413.500248812,170613.827632936,54,FALSE,1,0.1,0,"00AF",295535,38
"203","Bromley",55,540124.687705476,171609.172017861,55,FALSE,1,0.1,0,"00AF",295535,38
"204","Bromley",56,540881.812826181,171943.734322175,56,FALSE,1,0.1,0,"00AF",295535,38
"205","Bromley",57,541671.375194917,171228.031025508,57,FALSE,1,0.1,0,"00AF",295535,38
"206","Bromley",58,541740.93756298,172455.64011465,58,FALSE,1,0.1,0,"00AF",295535,38
"207","Bromley",59,541292.500314563,172297.843762503,59,FALSE,1,0.1,0,"00AF",295535,38
"208","Bromley",60,541103.374682387,172776.859698949,60,FALSE,1,0.1,0,"00AF",295535,38
"209","Bromley",61,540878.937434179,172688.859186867,61,FALSE,1,0.1,0,"00AF",295535,38
"210","Bromley",62,541104.687450388,173355.703347488,62,FALSE,1,0.1,0,"00AF",295535,38
"211","Bromley",63,541177.710938455,173555.745843674,63,FALSE,1,0.1,0,"00AF",295535,38
"212","Camden",1042,529664.000335732,185294.671934608,1,FALSE,1,30.1,30,"00AG",198022,46
"213","Camden",1043,530326.062416349,182983.327804455,2,FALSE,1,30.1,30,"00AG",198022,46
"214","Camden",1044,530779.499856772,182899.969084377,3,FALSE,1,30.1,30,"00AG",198022,46
"215","Camden",1045,531554.874705494,181659.281467223,4,FALSE,1,30.1,30,"00AG",198022,46
"216","Camden",1046,531026.934097002,181611.081787177,5,FALSE,1,30.1,30,"00AG",198022,46
"217","Camden",1047,531133.749585101,181278.985070068,6,FALSE,1,30.1,30,"00AG",198022,46
"218","Camden",1048,529908.312399961,181053.546554657,7,FALSE,1,30.1,30,"00AG",198022,46
"219","Camden",1049,529790.436687851,181453.404219031,8,FALSE,1,30.1,30,"00AG",198022,46
"220","Camden",1050,528633.062734772,182307.593275825,9,FALSE,1,30.1,30,"00AG",198022,46
"221","Camden",1051,528213.937486383,183685.547069109,10,FALSE,1,30.1,30,"00AG",198022,46
"222","Camden",1052,527370.750285597,183470.702652909,11,FALSE,1,30.1,30,"00AG",198022,46
"223","Camden",1053,526402.374988695,183892.077629302,12,FALSE,1,30.1,30,"00AG",198022,46
"224","Camden",1054,525718.52423606,183295.623228745,13,FALSE,1,30.1,30,"00AG",198022,46
"225","Camden",1055,525529.999691884,183481.562172919,14,FALSE,1,30.1,30,"00AG",198022,46
"226","Camden",1056,523954.469194415,185541.499966837,15,FALSE,1,30.1,30,"00AG",198022,46
"227","Camden",1057,524925.81204332,185681.265726967,16,FALSE,1,30.1,30,"00AG",198022,46
"228","Camden",1058,525604.187467952,186735.31295995,17,FALSE,1,30.1,30,"00AG",198022,46
"229","Camden",1059,526830.312781093,187535.453248695,18,FALSE,1,30.1,30,"00AG",198022,46
"230","Camden",1060,528840.249678966,187217.780800399,19,FALSE,1,30.1,30,"00AG",198022,46
"231","Camden",1061,528967.800143084,186230.400063479,20,FALSE,1,30.1,30,"00AG",198022,46
"232","Camden",1062,529664.000335732,185294.671934608,21,FALSE,1,30.1,30,"00AG",198022,46
"233","City of London",1092,531026.934097002,181611.081787177,1,FALSE,1,32.1,32,"00AA",7181,70
"234","City of London",1093,531554.874705494,181659.281467223,2,FALSE,1,32.1,32,"00AA",7181,70
"235","City of London",1094,532135.625042035,182198.406203723,3,FALSE,1,32.1,32,"00AA",7181,70
"236","City of London",1095,532946.062674791,181894.828091441,4,FALSE,1,32.1,32,"00AA",7181,70
"237","City of London",1096,533410.687315221,182037.859387575,5,FALSE,1,32.1,32,"00AA",7181,70
"238","City of London",1097,533842.749779624,180793.609274415,6,FALSE,1,32.1,32,"00AA",7181,70
"239","City of London",1098,533333.43777915,180404.296762053,7,FALSE,1,32.1,32,"00AA",7181,70
"240","City of London",1099,531315.501188471,180683.078099913,8,FALSE,1,32.1,32,"00AA",7181,70
"241","City of London",1100,531155.937617122,180669.750330301,9,FALSE,1,32.1,32,"00AA",7181,70
"242","City of London",1101,531133.749585101,181278.985070068,10,FALSE,1,32.1,32,"00AA",7181,70
"243","City of London",1102,531026.934097002,181611.081787177,11,FALSE,1,32.1,32,"00AA",7181,70
"244","Croydon",376,531781.750097706,170986.359857283,1,FALSE,1,9.1,9,"00AH",330584,62
"245","Croydon",377,533693.249875485,170730.108977044,2,FALSE,1,9.1,9,"00AH",330584,62
"246","Croydon",378,533568.99976337,170271.750192616,3,FALSE,1,9.1,9,"00AH",330584,62
"247","Croydon",379,534122.437971885,169945.484336313,4,FALSE,1,9.1,9,"00AH",330584,62
"248","Croydon",380,534468.999508209,168934.984751371,5,FALSE,1,9.1,9,"00AH",330584,62
"249","Croydon",381,535011.812692715,168461.09393493,6,FALSE,1,9.1,9,"00AH",330584,62
"250","Croydon",382,535533.312341199,168735.078447185,7,FALSE,1,9.1,9,"00AH",330584,62
"251","Croydon",383,535727.312213379,168353.92209483,8,FALSE,1,9.1,9,"00AH",330584,62
"252","Croydon",384,535511.687509179,168000.703534501,9,FALSE,1,9.1,9,"00AH",330584,62
"253","Croydon",385,536717.312342302,167319.999533868,10,FALSE,1,9.1,9,"00AH",330584,62
"254","Croydon",386,536721.625430307,166045.65610868,11,FALSE,1,9.1,9,"00AH",330584,62
"255","Croydon",387,537419.499862955,166327.515180943,12,FALSE,1,9.1,9,"00AH",330584,62
"256","Croydon",388,537671.874903191,164780.969003503,13,FALSE,1,9.1,9,"00AH",330584,62
"257","Croydon",389,539024.125272451,163337.406506158,14,FALSE,1,9.1,9,"00AH",330584,62
"258","Croydon",390,539596.295512983,160796.293159791,15,FALSE,1,9.1,9,"00AH",330584,62
"259","Croydon",391,538813.562200254,161304.922152265,16,FALSE,1,9.1,9,"00AH",330584,62
"260","Croydon",392,538436.312407904,160838.905895832,17,FALSE,1,9.1,9,"00AH",330584,62
"261","Croydon",393,537873.124695379,161746.796584677,18,FALSE,1,9.1,9,"00AH",330584,62
"262","Croydon",394,536768.37512635,161784.500264713,19,FALSE,1,9.1,9,"00AH",330584,62
"263","Croydon",395,536499.062102098,161232.688168199,20,FALSE,1,9.1,9,"00AH",330584,62
"264","Croydon",396,535924.812117565,161087.093800062,21,FALSE,1,9.1,9,"00AH",330584,62
"265","Croydon",397,536113.31208574,160269.296679301,22,FALSE,1,9.1,9,"00AH",330584,62
"266","Croydon",398,535881.999701525,159951.905831005,23,FALSE,1,9.1,9,"00AH",330584,62
"267","Croydon",399,535002.875220705,159500.109862584,24,FALSE,1,9.1,9,"00AH",330584,62
"268","Croydon",400,534512.312660247,159780.499494847,25,FALSE,1,9.1,9,"00AH",330584,62
"269","Croydon",401,533969.374547743,159603.969062681,26,FALSE,1,9.1,9,"00AH",330584,62
"270","Croydon",402,533570.624851371,159160.703014269,27,FALSE,1,9.1,9,"00AH",330584,62
"271","Croydon",403,533782.499667569,158583.49981373,28,FALSE,1,9.1,9,"00AH",330584,62
"272","Croydon",404,533312.00033913,158189.702181364,29,FALSE,1,9.1,9,"00AH",330584,62
"273","Croydon",405,533165.312338994,157546.500132765,30,FALSE,1,9.1,9,"00AH",330584,62
"274","Croydon",406,531542.187345483,156498.79657979,31,FALSE,1,9.1,9,"00AH",330584,62
"275","Croydon",407,531351.625041304,155899.796515231,32,FALSE,1,9.1,9,"00AH",330584,62
"276","Croydon",408,530898.125136883,155850.797091185,33,FALSE,1,9.1,9,"00AH",330584,62
"277","Croydon",409,529950.625104,157386.969124616,34,FALSE,1,9.1,9,"00AH",330584,62
"278","Croydon",410,528694.187342829,157410.219044637,35,FALSE,1,9.1,9,"00AH",330584,62
"279","Croydon",411,528736.874830871,158410.140709569,36,FALSE,1,9.1,9,"00AH",330584,62
"280","Croydon",412,528457.06273461,158484.79645364,37,FALSE,1,9.1,9,"00AH",330584,62
"281","Croydon",413,528185.624910356,159439.328294527,38,FALSE,1,9.1,9,"00AH",330584,62
