,long,lat,order,hole,piece,group,id,MB06,WARD06
103,2979937,6336719,103,FALSE,1,0.1,0,84,2803
104,2979944,6336683,104,FALSE,1,0.1,0,84,2803
105,2979941,6336658,105,FALSE,1,0.1,0,84,2803
106,2979931,6336615,106,FALSE,1,0.1,0,84,2803
107,2979932,6336603,107,FALSE,1,0.1,0,84,2803
108,2979924,6336587,108,FALSE,1,0.1,0,84,2803
109,2979920,6336565,109,FALSE,1,0.1,0,84,2803
110,2979920,6336554,110,FALSE,1,0.1,0,84,2803
111,2979915,6336526,111,FALSE,1,0.1,0,84,2803
112,2979914,6336498,112,FALSE,1,0.1,0,84,2803
113,2979906,6336479,113,FALSE,1,0.1,0,84,2803
114,2979907,6336446,114,FALSE,1,0.1,0,84,2803
115,2979912,6336425,115,FALSE,1,0.1,0,84,2803
116,2979921,6336404,116,FALSE,1,0.1,0,84,2803
117,2979945,6336372,117,FALSE,1,0.1,0,84,2803
118,2979952,6336368,118,FALSE,1,0.1,0,84,2803
119,2979966,6336366,119,FALSE,1,0.1,0,84,2803
120,2980025,6336390,120,FALSE,1,0.1,0,84,2803
121,2980044,6336391,121,FALSE,1,0.1,0,84,2803
122,2980059,6336397,122,FALSE,1,0.1,0,84,2803
123,2980069,6336398,123,FALSE,1,0.1,0,84,2803
124,2980178,6336375,124,FALSE,1,0.1,0,84,2803
125,2980219,6336382,125,FALSE,1,0.1,0,84,2803
126,2980276,6336383,126,FALSE,1,0.1,0,84,2803
127,2980352,6336376,127,FALSE,1,0.1,0,84,2803
128,2980451,6336363,128,FALSE,1,0.1,0,84,2803
129,2980556,6336344,129,FALSE,1,0.1,0,84,2803
130,2980610,6336339,130,FALSE,1,0.1,0,84,2803
131,2980649,6336345,131,FALSE,1,0.1,0,84,2803
132,2980688,6336359,132,FALSE,1,0.1,0,84,2803
133,2980723,6336383,133,FALSE,1,0.1,0,84,2803
134,2980734,6336394,134,FALSE,1,0.1,0,84,2803
135,2980784,6336424,135,FALSE,1,0.1,0,84,2803
136,2980859,6336442,136,FALSE,1,0.1,0,84,2803
137,2980902,6336446,137,FALSE,1,0.1,0,84,2803
138,2980952,6336448,138,FALSE,1,0.1,0,84,2803
139,2980999,6336439,139,FALSE,1,0.1,0,84,2803
140,2981056,6336424,140,FALSE,1,0.1,0,84,2803
141,2981099,6336416,141,FALSE,1,0.1,0,84,2803
142,2981228,6336399,142,FALSE,1,0.1,0,84,2803
143,2981248,6336393,143,FALSE,1,0.1,0,84,2803
144,2981267,6336381,144,FALSE,1,0.1,0,84,2803
145,2981300,6336345,145,FALSE,1,0.1,0,84,2803
146,2981320,6336309,146,FALSE,1,0.1,0,84,2803
147,2981336,6336267,147,FALSE,1,0.1,0,84,2803
148,2981344,6336228,148,FALSE,1,0.1,0,84,2803
149,2981344,6336217,149,FALSE,1,0.1,0,84,2803
150,2981341,6336208,150,FALSE,1,0.1,0,84,2803
151,2981345,6336187,151,FALSE,1,0.1,0,84,2803
152,2981342,6336172,152,FALSE,1,0.1,0,84,2803
153,2981329,6336146,153,FALSE,1,0.1,0,84,2803
154,2981312,6336126,154,FALSE,1,0.1,0,84,2803
155,2981287,6336107,155,FALSE,1,0.1,0,84,2803
156,2981271,6336099,156,FALSE,1,0.1,0,84,2803
157,2981241,6336095,157,FALSE,1,0.1,0,84,2803
158,2981225,6336090,158,FALSE,1,0.1,0,84,2803
159,2981200,6336092,159,FALSE,1,0.1,0,84,2803
160,2981181,6336089,160,FALSE,1,0.1,0,84,2803
161,2981150,6336093,161,FALSE,1,0.1,0,84,2803
162,2981122,6336094,162,FALSE,1,0.1,0,84,2803
163,2981108,6336089,163,FALSE,1,0.1,0,84,2803
164,2981081,6336089,164,FALSE,1,0.1,0,84,2803
165,2981072,6336085,165,FALSE,1,0.1,0,84,2803
166,2981067,6336080,166,FALSE,1,0.1,0,84,2803
167,2981054,6336072,167,FALSE,1,0.1,0,84,2803
168,2981038,6336066,168,FALSE,1,0.1,0,84,2803
169,2981029,6336057,169,FALSE,1,0.1,0,84,2803
170,2981022,6336032,170,FALSE,1,0.1,0,84,2803
171,2981024,6336011,171,FALSE,1,0.1,0,84,2803
172,2981022,6336000,172,FALSE,1,0.1,0,84,2803
173,2981027,6335981,173,FALSE,1,0.1,0,84,2803
174,2981026,6335971,174,FALSE,1,0.1,0,84,2803
175,2981021,6335957,175,FALSE,1,0.1,0,84,2803
176,2981026,6335928,176,FALSE,1,0.1,0,84,2803
177,2981024,6335901,177,FALSE,1,0.1,0,84,2803
178,2981015,6335847,178,FALSE,1,0.1,0,84,2803
179,2981005,6335805,179,FALSE,1,0.1,0,84,2803
180,2981000,6335793,180,FALSE,1,0.1,0,84,2803
181,2980993,6335720,181,FALSE,1,0.1,0,84,2803
182,2980984,6335683,182,FALSE,1,0.1,0,84,2803
183,2980955,6335621,183,FALSE,1,0.1,0,84,2803
184,2980933,6335595,184,FALSE,1,0.1,0,84,2803
185,2980863,6335531,185,FALSE,1,0.1,0,84,2803
186,2980839,6335495,186,FALSE,1,0.1,0,84,2803
187,2980819,6335453,187,FALSE,1,0.1,0,84,2803
188,2980814,6335435,188,FALSE,1,0.1,0,84,2803
189,2980812,6335410,189,FALSE,1,0.1,0,84,2803
190,2980814,6335379,190,FALSE,1,0.1,0,84,2803
191,2980829,6335350,191,FALSE,1,0.1,0,84,2803
192,2980843,6335327,192,FALSE,1,0.1,0,84,2803
193,2980868,6335298,193,FALSE,1,0.1,0,84,2803
194,2980877,6335276,194,FALSE,1,0.1,0,84,2803
195,2980877,6335259,195,FALSE,1,0.1,0,84,2803
196,2980867,6335247,196,FALSE,1,0.1,0,84,2803
197,2980860,6335245,197,FALSE,1,0.1,0,84,2803
198,2980855,6335245,198,FALSE,1,0.1,0,84,2803
199,2980844,6335249,199,FALSE,1,0.1,0,84,2803
200,2980839,6335253,200,FALSE,1,0.1,0,84,2803
201,2980821,6335273,201,FALSE,1,0.1,0,84,2803
202,2980797,6335279,202,FALSE,1,0.1,0,84,2803
203,2980779,6335285,203,FALSE,1,0.1,0,84,2803
204,2980768,6335300,204,FALSE,1,0.1,0,84,2803
205,2980747,6335310,205,FALSE,1,0.1,0,84,2803
206,2980737,6335311,206,FALSE,1,0.1,0,84,2803
207,2980724,6335300,207,FALSE,1,0.1,0,84,2803
208,2980722,6335282,208,FALSE,1,0.1,0,84,2803
209,2980730,6335252,209,FALSE,1,0.1,0,84,2803
210,2980713,6335201,210,FALSE,1,0.1,0,84,2803
211,2980692,6335156,211,FALSE,1,0.1,0,84,2803
212,2980627,6335041,212,FALSE,1,0.1,0,84,2803
213,2980611,6335026,213,FALSE,1,0.1,0,84,2803
214,2980589,6334994,214,FALSE,1,0.1,0,84,2803
215,2980559,6334960,215,FALSE,1,0.1,0,84,2803
216,2980560,6334953,216,FALSE,1,0.1,0,84,2803
217,2980569,6334942,217,FALSE,1,0.1,0,84,2803
218,2980570,6334930,218,FALSE,1,0.1,0,84,2803
219,2980551,6334841,219,FALSE,1,0.1,0,84,2803
220,2980546,6334830,220,FALSE,1,0.1,0,84,2803
221,2980545,6334824,221,FALSE,1,0.1,0,84,2803
222,2980544,6334776,222,FALSE,1,0.1,0,84,2803
223,2980548,6334745,223,FALSE,1,0.1,0,84,2803
224,2980546,6334738,224,FALSE,1,0.1,0,84,2803
225,2980547,6334711,225,FALSE,1,0.1,0,84,2803
226,2980540,6334683,226,FALSE,1,0.1,0,84,2803
227,2980542,6334659,227,FALSE,1,0.1,0,84,2803
228,2980548,6334619,228,FALSE,1,0.1,0,84,2803
229,2980542,6334582,229,FALSE,1,0.1,0,84,2803
230,2980539,6334569,230,FALSE,1,0.1,0,84,2803
231,2980533,6334557,231,FALSE,1,0.1,0,84,2803
232,2980515,6334544,232,FALSE,1,0.1,0,84,2803
233,2980457,6334475,233,FALSE,1,0.1,0,84,2803
234,2980452,6334466,234,FALSE,1,0.1,0,84,2803
235,2980433,6334447,235,FALSE,1,0.1,0,84,2803
236,2980384,6334381,236,FALSE,1,0.1,0,84,2803
237,2980338,6334272,237,FALSE,1,0.1,0,84,2803
238,2980336,6334250,238,FALSE,1,0.1,0,84,2803
239,2980338,6334227,239,FALSE,1,0.1,0,84,2803
240,2980339,6334218,240,FALSE,1,0.1,0,84,2803
241,2980348,6334195,241,FALSE,1,0.1,0,84,2803
242,2980384,6334135,242,FALSE,1,0.1,0,84,2803
243,2980412,6334105,243,FALSE,1,0.1,0,84,2803
244,2980425,6334082,244,FALSE,1,0.1,0,84,2803
245,2980462,6334039,245,FALSE,1,0.1,0,84,2803
246,2980511,6333992,246,FALSE,1,0.1,0,84,2803
247,2980532,6333976,247,FALSE,1,0.1,0,84,2803
248,2980565,6333961,248,FALSE,1,0.1,0,84,2803
249,2980580,6333959,249,FALSE,1,0.1,0,84,2803
250,2980580,6333934,250,FALSE,1,0.1,0,84,2803
251,2980570,6333913,251,FALSE,1,0.1,0,84,2803
252,2980559,6333903,252,FALSE,1,0.1,0,84,2803
253,2980498,6333872,253,FALSE,1,0.1,0,84,2803
254,2980491,6333865,254,FALSE,1,0.1,0,84,2803
255,2980483,6333846,255,FALSE,1,0.1,0,84,2803
256,2980470,6333834,256,FALSE,1,0.1,0,84,2803
257,2980419,6333797,257,FALSE,1,0.1,0,84,2803
258,2980386,6333779,258,FALSE,1,0.1,0,84,2803
259,2980336,6333737,259,FALSE,1,0.1,0,84,2803
260,2980295,6333710,260,FALSE,1,0.1,0,84,2803
261,2980259,6333675,261,FALSE,1,0.1,0,84,2803
262,2980241,6333661,262,FALSE,1,0.1,0,84,2803
263,2980221,6333647,263,FALSE,1,0.1,0,84,2803
264,2980171,6333618,264,FALSE,1,0.1,0,84,2803
265,2980145,6333615,265,FALSE,1,0.1,0,84,2803
266,2980138,6333617,266,FALSE,1,0.1,0,84,2803
267,2980072,6333576,267,FALSE,1,0.1,0,84,2803
268,2980014,6333633,268,FALSE,1,0.1,0,84,2803
269,2979503,6333803,269,FALSE,1,0.1,0,84,2803
270,2979311,6333856,270,FALSE,1,0.1,0,84,2803
271,2979210,6333861,271,FALSE,1,0.1,0,84,2803
272,2977534,6333827,272,FALSE,1,0.1,0,84,2803
273,2976802,6333812,273,FALSE,1,0.1,0,84,2803
274,2975452,6333465,274,FALSE,1,0.1,0,84,2803
275,2975447,6333469,275,FALSE,1,0.1,0,84,2803
276,2975440,6333471,276,FALSE,1,0.1,0,84,2803
277,2975427,6333470,277,FALSE,1,0.1,0,84,2803
278,2975417,6333472,278,FALSE,1,0.1,0,84,2803
279,2975400,6333489,279,FALSE,1,0.1,0,84,2803
280,2975394,6333492,280,FALSE,1,0.1,0,84,2803
281,2975383,6333490,281,FALSE,1,0.1,0,84,2803
282,2975376,6333485,282,FALSE,1,0.1,0,84,2803
283,2975368,6333468,283,FALSE,1,0.1,0,84,2803
284,2975357,6333455,284,FALSE,1,0.1,0,84,2803
285,2975338,6333443,285,FALSE,1,0.1,0,84,2803
286,2975329,6333444,286,FALSE,1,0.1,0,84,2803
287,2975303,6333458,287,FALSE,1,0.1,0,84,2803
288,2975282,6333459,288,FALSE,1,0.1,0,84,2803
289,2975250,6333445,289,FALSE,1,0.1,0,84,2803
290,2975236,6333429,290,FALSE,1,0.1,0,84,2803
291,2975225,6333420,291,FALSE,1,0.1,0,84,2803
292,2975190,6333413,292,FALSE,1,0.1,0,84,2803
293,2975183,6333403,293,FALSE,1,0.1,0,84,2803
294,2975180,6333371,294,FALSE,1,0.1,0,84,2803
295,2975176,6333363,295,FALSE,1,0.1,0,84,2803
296,2975167,6333359,296,FALSE,1,0.1,0,84,2803
297,2975161,6333358,297,FALSE,1,0.1,0,84,2803
298,2975127,6333369,298,FALSE,1,0.1,0,84,2803
299,2975105,6333359,299,FALSE,1,0.1,0,84,2803
300,2975093,6333350,300,FALSE,1,0.1,0,84,2803
301,2975086,6333342,301,FALSE,1,0.1,0,84,2803
302,2975084,6333335,302,FALSE,1,0.1,0,84,2803
303,2975089,6333318,303,FALSE,1,0.1,0,84,2803
304,2975089,6333311,304,FALSE,1,0.1,0,84,2803
305,2975083,6333308,305,FALSE,1,0.1,0,84,2803
306,2975064,6333308,306,FALSE,1,0.1,0,84,2803
307,2975048,6333294,307,FALSE,1,0.1,0,84,2803
308,2975035,6333290,308,FALSE,1,0.1,0,84,2803
309,2975014,6333292,309,FALSE,1,0.1,0,84,2803
310,2974979,6333303,310,FALSE,1,0.1,0,84,2803
311,2974965,6333302,311,FALSE,1,0.1,0,84,2803
312,2974951,6333299,312,FALSE,1,0.1,0,84,2803
313,2974945,6333294,313,FALSE,1,0.1,0,84,2803
314,2974936,6333283,314,FALSE,1,0.1,0,84,2803
315,2974932,6333275,315,FALSE,1,0.1,0,84,2803
316,2974926,6333242,316,FALSE,1,0.1,0,84,2803
317,2974919,6333231,317,FALSE,1,0.1,0,84,2803
318,2974902,6333221,318,FALSE,1,0.1,0,84,2803
319,2974888,6333221,319,FALSE,1,0.1,0,84,2803
320,2974872,6333224,320,FALSE,1,0.1,0,84,2803
321,2974865,6333223,321,FALSE,1,0.1,0,84,2803
322,2974862,6333203,322,FALSE,1,0.1,0,84,2803
323,2974857,6333196,323,FALSE,1,0.1,0,84,2803
324,2974846,6333197,324,FALSE,1,0.1,0,84,2803
325,2974832,6333208,325,FALSE,1,0.1,0,84,2803
326,2974819,6333204,326,FALSE,1,0.1,0,84,2803
327,2974803,6333191,327,FALSE,1,0.1,0,84,2803
328,2974781,6333157,328,FALSE,1,0.1,0,84,2803
329,2974767,6333146,329,FALSE,1,0.1,0,84,2803
330,2974760,6333144,330,FALSE,1,0.1,0,84,2803
331,2974750,6333149,331,FALSE,1,0.1,0,84,2803
332,2974736,6333167,332,FALSE,1,0.1,0,84,2803
333,2974721,6333176,333,FALSE,1,0.1,0,84,2803
334,2974707,6333175,334,FALSE,1,0.1,0,84,2803
335,2974659,6333166,335,FALSE,1,0.1,0,84,2803
336,2974651,6333163,336,FALSE,1,0.1,0,84,2803
337,2974646,6333157,337,FALSE,1,0.1,0,84,2803
338,2974647,6333140,338,FALSE,1,0.1,0,84,2803
339,2974640,6333129,339,FALSE,1,0.1,0,84,2803
340,2974637,6333120,340,FALSE,1,0.1,0,84,2803
341,2974644,6333118,341,FALSE,1,0.1,0,84,2803
342,2974665,6333118,342,FALSE,1,0.1,0,84,2803
343,2974671,6333116,343,FALSE,1,0.1,0,84,2803
344,2974677,6333112,344,FALSE,1,0.1,0,84,2803
345,2974680,6333106,345,FALSE,1,0.1,0,84,2803
346,2974680,6333099,346,FALSE,1,0.1,0,84,2803
347,2974676,6333093,347,FALSE,1,0.1,0,84,2803
348,2974656,6333085,348,FALSE,1,0.1,0,84,2803
349,2974648,6333077,349,FALSE,1,0.1,0,84,2803
350,2974654,6333069,350,FALSE,1,0.1,0,84,2803
351,2974672,6333065,351,FALSE,1,0.1,0,84,2803
352,2974677,6333061,352,FALSE,1,0.1,0,84,2803
353,2974676,6333052,353,FALSE,1,0.1,0,84,2803
354,2974672,6333046,354,FALSE,1,0.1,0,84,2803
355,2974663,6333038,355,FALSE,1,0.1,0,84,2803
356,2974575,6332996,356,FALSE,1,0.1,0,84,2803
357,2974545,6332973,357,FALSE,1,0.1,0,84,2803
358,2974525,6332984,358,FALSE,1,0.1,0,84,2803
359,2974516,6332991,359,FALSE,1,0.1,0,84,2803
360,2974508,6332994,360,FALSE,1,0.1,0,84,2803
361,2974501,6332994,361,FALSE,1,0.1,0,84,2803
362,2974493,6332990,362,FALSE,1,0.1,0,84,2803
363,2974405,6332907,363,FALSE,1,0.1,0,84,2803
364,2974231,6332951,364,FALSE,1,0.1,0,84,2803
365,2974183,6332943,365,FALSE,1,0.1,0,84,2803
366,2974041,6332962,366,FALSE,1,0.1,0,84,2803
367,2973995,6332986,367,FALSE,1,0.1,0,84,2803
368,2973996,6332987,368,FALSE,1,0.1,0,84,2803
369,2973914,6333001,369,FALSE,1,0.1,0,84,2803
370,2973733,6333116,370,FALSE,1,0.1,0,84,2803
371,2973599,6333351,371,FALSE,1,0.1,0,84,2803
372,2973452,6333441,372,FALSE,1,0.1,0,84,2803
373,2973215,6333492,373,FALSE,1,0.1,0,84,2803
374,2973182,6333485,374,FALSE,1,0.1,0,84,2803
375,2973133,6333510,375,FALSE,1,0.1,0,84,2803
376,2972977,6333567,376,FALSE,1,0.1,0,84,2803
377,2972936,6333548,377,FALSE,1,0.1,0,84,2803
378,2972858,6333545,378,FALSE,1,0.1,0,84,2803
379,2972634,6333483,379,FALSE,1,0.1,0,84,2803
380,2972568,6333496,380,FALSE,1,0.1,0,84,2803
381,2972413,6333425,381,FALSE,1,0.1,0,84,2803
382,2972390,6333424,382,FALSE,1,0.1,0,84,2803
383,2972339,6333471,383,FALSE,1,0.1,0,84,2803
384,2972288,6333457,384,FALSE,1,0.1,0,84,2803
385,2972259,6333367,385,FALSE,1,0.1,0,84,2803
386,2972227,6333336,386,FALSE,1,0.1,0,84,2803
387,2972152,6333304,387,FALSE,1,0.1,0,84,2803
388,2972123,6333303,388,FALSE,1,0.1,0,84,2803
389,2972005,6333285,389,FALSE,1,0.1,0,84,2803
390,2971910,6333242,390,FALSE,1,0.1,0,84,2803
391,2971870,6333230,391,FALSE,1,0.1,0,84,2803
392,2971721,6333135,392,FALSE,1,0.1,0,84,2803
393,2971718,6332997,393,FALSE,1,0.1,0,84,2803
394,2971757,6332864,394,FALSE,1,0.1,0,84,2803
395,2971689,6332894,395,FALSE,1,0.1,0,84,2803
396,2971351,6332813,396,FALSE,1,0.1,0,84,2803
397,2971147,6333096,397,FALSE,1,0.1,0,84,2803
1056,2973044,6344456,1,FALSE,1,35.1,35,78,2803
1057,2973058,6344460,2,FALSE,1,35.1,35,78,2803
1058,2973072,6344458,3,FALSE,1,35.1,35,78,2803
1059,2973088,6344446,4,FALSE,1,35.1,35,78,2803
1060,2973097,6344430,5,FALSE,1,35.1,35,78,2803
1061,2973130,6344307,6,FALSE,1,35.1,35,78,2803
1062,2973138,6344254,7,FALSE,1,35.1,35,78,2803
1063,2973152,6344201,8,FALSE,1,35.1,35,78,2803
1064,2973152,6344176,9,FALSE,1,35.1,35,78,2803
1065,2973146,6344146,10,FALSE,1,35.1,35,78,2803
1066,2973134,6344124,11,FALSE,1,35.1,35,78,2803
1067,2973106,6344091,12,FALSE,1,35.1,35,78,2803
1068,2973091,6344056,13,FALSE,1,35.1,35,78,2803
1069,2973092,6344047,14,FALSE,1,35.1,35,78,2803
1070,2973112,6344002,15,FALSE,1,35.1,35,78,2803
1071,2973128,6343980,16,FALSE,1,35.1,35,78,2803
1072,2973139,6343972,17,FALSE,1,35.1,35,78,2803
1073,2973152,6343966,18,FALSE,1,35.1,35,78,2803
1074,2973172,6343963,19,FALSE,1,35.1,35,78,2803
1075,2973255,6343960,20,FALSE,1,35.1,35,78,2803
1076,2973272,6343957,21,FALSE,1,35.1,35,78,2803
1077,2973292,6343949,22,FALSE,1,35.1,35,78,2803
1078,2973305,6343939,23,FALSE,1,35.1,35,78,2803
1079,2973312,6343927,24,FALSE,1,35.1,35,78,2803
1080,2973354,6343875,25,FALSE,1,35.1,35,78,2803
1081,2973376,6343854,26,FALSE,1,35.1,35,78,2803
1082,2973398,6343846,27,FALSE,1,35.1,35,78,2803
1083,2973448,6343838,28,FALSE,1,35.1,35,78,2803
1084,2973462,6343831,29,FALSE,1,35.1,35,78,2803
1085,2973474,6343818,30,FALSE,1,35.1,35,78,2803
1086,2973478,6343807,31,FALSE,1,35.1,35,78,2803
1087,2973474,6343787,32,FALSE,1,35.1,35,78,2803
1088,2973463,6343769,33,FALSE,1,35.1,35,78,2803
1089,2973461,6343763,34,FALSE,1,35.1,35,78,2803
1090,2973460,6343749,35,FALSE,1,35.1,35,78,2803
1091,2973462,6343718,36,FALSE,1,35.1,35,78,2803
1092,2973467,6343694,37,FALSE,1,35.1,35,78,2803
1093,2973481,6343668,38,FALSE,1,35.1,35,78,2803
1094,2973419,6343645,39,FALSE,1,35.1,35,78,2803
1095,2973414,6343630,40,FALSE,1,35.1,35,78,2803
1096,2973398,6343600,41,FALSE,1,35.1,35,78,2803
1097,2973338,6343502,42,FALSE,1,35.1,35,78,2803
1098,2973273,6343452,43,FALSE,1,35.1,35,78,2803
1099,2973262,6343414,44,FALSE,1,35.1,35,78,2803
1100,2973160,6343344,45,FALSE,1,35.1,35,78,2803
1101,2973125,6343192,46,FALSE,1,35.1,35,78,2803
1102,2973111,6342998,47,FALSE,1,35.1,35,78,2803
1103,2973047,6342787,48,FALSE,1,35.1,35,78,2803
1104,2973001,6342763,49,FALSE,1,35.1,35,78,2803
1105,2973013,6342657,50,FALSE,1,35.1,35,78,2803
1106,2972991,6342624,51,FALSE,1,35.1,35,78,2803
1107,2973000,6342582,52,FALSE,1,35.1,35,78,2803
1108,2972977,6342539,53,FALSE,1,35.1,35,78,2803
1109,2972984,6342483,54,FALSE,1,35.1,35,78,2803
1110,2972956,6342431,55,FALSE,1,35.1,35,78,2803
1111,2972984,6342386,56,FALSE,1,35.1,35,78,2803
1112,2972975,6342324,57,FALSE,1,35.1,35,78,2803
1113,2972892,6342238,58,FALSE,1,35.1,35,78,2803
1114,2972916,6342110,59,FALSE,1,35.1,35,78,2803
1115,2972915,6342008,60,FALSE,1,35.1,35,78,2803
1116,2972907,6341926,61,FALSE,1,35.1,35,78,2803
1117,2972920,6341810,62,FALSE,1,35.1,35,78,2803
1118,2972986,6341736,63,FALSE,1,35.1,35,78,2803
1119,2972994,6341580,64,FALSE,1,35.1,35,78,2803
1120,2973030,6341502,65,FALSE,1,35.1,35,78,2803
1121,2973017,6341427,66,FALSE,1,35.1,35,78,2803
1122,2972903,6341262,67,FALSE,1,35.1,35,78,2803
1123,2972883,6341202,68,FALSE,1,35.1,35,78,2803
1124,2972836,6341203,69,FALSE,1,35.1,35,78,2803
